Ano,UF,Código do Município,Municipio,PIB x 1000,PIB per capita x 1 ,chave
2017,TO,1700251,ABREULANDIA,56478.561,21967.55,2017ABREULANDIATO
2018,TO,1700251,ABREULANDIA,52402.193,20437.67,2018ABREULANDIATO
2015,MG,3100401,ACAIACA,31874.203,7858.53,2015ACAIACAMG
2016,MG,3100401,ACAIACA,36386.031,8959.87,2016ACAIACAMG
2017,MG,3100401,ACAIACA,38761.721,9535.48,2017ACAIACAMG
2018,MG,3100401,ACAIACA,44256.877,11080.84,2018ACAIACAMG
2015,MA,2100055,ACAILANDIA,2015260.208,18373.16,2015ACAILANDIAMA
2016,MA,2100055,ACAILANDIA,2001693.68,18107.83,2016ACAILANDIAMA
2017,MA,2100055,ACAILANDIA,2202738.048,19784.07,2017ACAILANDIAMA
2018,MA,2100055,ACAILANDIA,2602790.66,23289.73,2018ACAILANDIAMA
2015,BA,2900306,ACAJUTIBA,116673.657,7423.41,2015ACAJUTIBABA
2016,BA,2900306,ACAJUTIBA,119173.173,7559.83,2016ACAJUTIBABA
2017,BA,2900306,ACAJUTIBA,120753.61,7678.11,2017ACAJUTIBABA
2018,BA,2900306,ACAJUTIBA,133898.926,8850.48,2018ACAJUTIBABA
2015,PA,1500206,ACARA,640889.762,11854.28,2015ACARAPA
2016,PA,1500206,ACARA,789271.492,14594.52,2016ACARAPA
2017,PA,1500206,ACARA,932174.739,17231.86,2017ACARAPA
2018,PA,1500206,ACARA,914142.178,16467.17,2018ACARAPA
2015,CE,2300150,ACARAPE,118734.139,7289.67,2015ACARAPECE
2016,CE,2300150,ACARAPE,127927.18,7791.89,2016ACARAPECE
2017,CE,2300150,ACARAPE,150070.516,9071.54,2017ACARAPECE
2018,CE,2300150,ACARAPE,124355.597,8075.56,2018ACARAPECE
2015,CE,2300200,ACARAU,551030.689,9002.3,2015ACARAUCE
2016,CE,2300200,ACARAU,581919.425,9429.14,2016ACARAUCE
2017,CE,2300200,ACARAU,634059.78,10194.05,2017ACARAUCE
2018,CE,2300200,ACARAU,558812.218,8932.85,2018ACARAUCE
2015,RN,2400109,ACARI,112644.361,9929.86,2015ACARIRN
2016,RN,2400109,ACARI,109314.787,9641.45,2016ACARIRN
2017,RN,2400109,ACARI,119101.112,10509.23,2017ACARIRN
2018,RN,2400109,ACARI,115847.332,10388.03,2018ACARIRN
2015,PI,2200053,ACAUA,41231.669,5947.16,2015ACAUAPI
2016,PI,2200053,ACAUA,45597.057,6559.78,2016ACAUAPI
2017,PI,2200053,ACAUA,44378.223,6370.69,2017ACAUAPI
2018,PI,2200053,ACAUA,52095.991,7373.81,2018ACAUAPI
2015,RS,4300034,ACEGUA,240529.247,51154.67,2015ACEGUARS
2016,RS,4300034,ACEGUA,256120.738,54136.7,2016ACEGUARS
2017,RS,4300034,ACEGUA,265549.695,55799.47,2017ACEGUARS
2018,RS,4300034,ACEGUA,248093.56,51069.07,2018ACEGUARS
2015,CE,2300309,ACOPIARA,348629.423,6561.2,2015ACOPIARACE
2016,CE,2300309,ACOPIARA,376458.019,7055.32,2016ACOPIARACE
2017,CE,2300309,ACOPIARA,396747.884,7405.88,2017ACOPIARACE
2018,CE,2300309,ACOPIARA,379577.62,7038.21,2018ACOPIARACE
2015,MT,5100102,ACORIZAL,56855.575,10603.43,2015ACORIZALMT
2016,MT,5100102,ACORIZAL,68623.208,12945.33,2016ACORIZALMT
2017,MT,5100102,ACORIZAL,71751.0,13617.57,2017ACORIZALMT
2018,MT,5100102,ACORIZAL,77844.62,14351.88,2018ACORIZALMT
2015,AC,1200013,ACRELANDIA,212961.188,15355.19,2015ACRELANDIAAC
2016,AC,1200013,ACRELANDIA,239609.967,16969.54,2016ACRELANDIAAC
2017,AC,1200013,ACRELANDIA,229643.528,15985.21,2017ACRELANDIAAC
2018,AC,1200013,ACRELANDIA,236379.386,15737.64,2018ACRELANDIAAC
2015,GO,5200134,ACREUNA,519570.136,23910.27,2015ACREUNAGO
2016,GO,5200134,ACREUNA,617897.48,28208.06,2016ACREUNAGO
2017,GO,5200134,ACREUNA,672439.114,30460.19,2017ACREUNAGO
2018,GO,5200134,ACREUNA,671478.481,30271.32,2018ACREUNAGO
2015,RN,2400208,ACU,853302.428,14893.92,2015ACURN
2016,RN,2400208,ACU,780969.955,13524.93,2016ACURN
2017,RN,2400208,ACU,894304.49,15370.55,2017ACURN
2018,RN,2400208,ACU,1095809.817,19009.95,2018ACURN
2015,MG,3100500,ACUCENA,81700.172,8057.22,2015ACUCENAMG
2016,MG,3100500,ACUCENA,94674.927,9405.42,2016ACUCENAMG
2017,MG,3100500,ACUCENA,96999.475,9702.86,2017ACUCENAMG
2018,MG,3100500,ACUCENA,100922.061,10540.16,2018ACUCENAMG
2015,SP,3500105,ADAMANTINA,1059096.842,30218.47,2015ADAMANTINASP
2016,SP,3500105,ADAMANTINA,979975.651,27924.31,2016ADAMANTINASP
2017,SP,3500105,ADAMANTINA,1040823.857,29620.19,2017ADAMANTINASP
2018,SP,3500105,ADAMANTINA,1084405.125,30962.66,2018ADAMANTINASP
2015,GO,5200159,ADELANDIA,30169.509,11798.79,2015ADELANDIAGO
2016,GO,5200159,ADELANDIA,31983.324,12488.61,2016ADELANDIAGO
2017,GO,5200159,ADELANDIA,36217.504,14125.39,2017ADELANDIAGO
2018,GO,5200159,ADELANDIA,36543.701,14518.75,2018ADELANDIAGO
2015,SP,3500204,ADOLFO,73708.947,20344.73,2015ADOLFOSP
2016,SP,3500204,ADOLFO,91756.109,25375.03,2016ADOLFOSP
2017,SP,3500204,ADOLFO,100915.019,27962.04,2017ADOLFOSP
2018,SP,3500204,ADOLFO,92373.72,25867.75,2018ADOLFOSP
2015,PR,4100202,ADRIANOPOLIS,169775.143,26808.01,2015ADRIANOPOLISPR
2016,PR,4100202,ADRIANOPOLIS,238844.935,37954.07,2016ADRIANOPOLISPR
2017,PR,4100202,ADRIANOPOLIS,254637.219,40715.9,2017ADRIANOPOLISPR
2018,PR,4100202,ADRIANOPOLIS,261322.326,43677.47,2018ADRIANOPOLISPR
2015,BA,2900355,ADUSTINA,159877.675,9320.68,2015ADUSTINABA
2016,BA,2900355,ADUSTINA,101498.356,5882.6,2016ADUSTINABA
2017,BA,2900355,ADUSTINA,120434.781,6941.89,2017ADUSTINABA
2018,BA,2900355,ADUSTINA,112227.501,6686.58,2018ADUSTINABA
2015,PE,2600104,AFOGADOS DA INGAZEIRA,365496.779,9956.6,2015AFOGADOS DA INGAZEIRAPE
2016,PE,2600104,AFOGADOS DA INGAZEIRA,385411.714,10454.39,2016AFOGADOS DA INGAZEIRAPE
2017,PE,2600104,AFOGADOS DA INGAZEIRA,405079.325,10943.06,2017AFOGADOS DA INGAZEIRAPE
2018,PE,2600104,AFOGADOS DA INGAZEIRA,436176.846,11753.3,2018AFOGADOS DA INGAZEIRAPE
2015,RN,2400307,AFONSO BEZERRA,79300.858,7079.17,2015AFONSO BEZERRARN
2016,RN,2400307,AFONSO BEZERRA,84824.272,7568.87,2016AFONSO BEZERRARN
2017,RN,2400307,AFONSO BEZERRA,95929.471,8556.73,2017AFONSO BEZERRARN
2018,RN,2400307,AFONSO BEZERRA,94908.136,8595.97,2018AFONSO BEZERRARN
2015,ES,3200102,AFONSO CLAUDIO,393452.396,12123.39,2015AFONSO CLAUDIOES
2016,ES,3200102,AFONSO CLAUDIO,472429.701,14578.01,2016AFONSO CLAUDIOES
2017,ES,3200102,AFONSO CLAUDIO,440151.542,13601.3,2017AFONSO CLAUDIOES
2018,ES,3200102,AFONSO CLAUDIO,464361.777,15115.94,2018AFONSO CLAUDIOES
2015,MA,2100105,AFONSO CUNHA,36079.94,5680.99,2015AFONSO CUNHAMA
2016,MA,2100105,AFONSO CUNHA,35379.55,5509.98,2016AFONSO CUNHAMA
2017,MA,2100105,AFONSO CUNHA,44851.18,6915.08,2017AFONSO CUNHAMA
2018,MA,2100105,AFONSO CUNHA,50235.769,7765.62,2018AFONSO CUNHAMA
2015,PE,2600203,AFRANIO,143591.294,7545.13,2015AFRANIOPE
2016,PE,2600203,AFRANIO,150206.936,7813.1,2016AFRANIOPE
2017,PE,2600203,AFRANIO,166121.327,8558.1,2017AFRANIOPE
2018,PE,2600203,AFRANIO,165585.021,8510.74,2018AFRANIOPE
2015,PA,1500305,AFUA,324961.852,8689.28,2015AFUAPA
2016,PA,1500305,AFUA,318316.082,8425.96,2016AFUAPA
2017,PA,1500305,AFUA,358270.997,9392.59,2017AFUAPA
2018,PA,1500305,AFUA,357844.07,9207.83,2018AFUAPA
2015,PE,2600302,AGRESTINA,200477.626,8265.07,2015AGRESTINAPE
2016,PE,2600302,AGRESTINA,220756.345,9027.41,2016AGRESTINAPE
2017,PE,2600302,AGRESTINA,248233.205,10072.76,2017AGRESTINAPE
2018,PE,2600302,AGRESTINA,254433.749,10300.13,2018AGRESTINAPE
2015,PI,2200103,AGRICOLANDIA,28594.699,5631.09,2015AGRICOLANDIAPI
2016,PI,2200103,AGRICOLANDIA,29521.521,5823.93,2016AGRICOLANDIAPI
2017,PI,2200103,AGRICOLANDIA,34198.739,6755.97,2017AGRICOLANDIAPI
2018,PI,2200103,AGRICOLANDIA,37493.098,7283.04,2018AGRICOLANDIAPI
2015,SC,4200200,AGROLANDIA,231501.504,22537.14,2015AGROLANDIASC
2016,SC,4200200,AGROLANDIA,225852.984,21660.4,2016AGROLANDIASC
2017,SC,4200200,AGROLANDIA,243183.795,22983.06,2017AGROLANDIASC
2018,SC,4200200,AGROLANDIA,248753.95,23224.16,2018AGROLANDIASC
2015,SC,4200309,AGRONOMICA,125673.096,23685.09,2015AGRONOMICASC
2016,SC,4200309,AGRONOMICA,138746.208,25832.47,2016AGRONOMICASC
2017,SC,4200309,AGRONOMICA,155575.454,28614.21,2017AGRONOMICASC
2018,SC,4200309,AGRONOMICA,158291.582,29394.91,2018AGRONOMICASC
2015,PA,1500347,AGUA AZUL DO NORTE,379314.445,14419.86,2015AGUA AZUL DO NORTEPA
2016,PA,1500347,AGUA AZUL DO NORTE,432588.242,16325.93,2016AGUA AZUL DO NORTEPA
2017,PA,1500347,AGUA AZUL DO NORTE,443365.387,16616.65,2017AGUA AZUL DO NORTEPA
2018,PA,1500347,AGUA AZUL DO NORTE,423046.877,15529.79,2018AGUA AZUL DO NORTEPA
2015,MG,3100609,AGUA BOA,117977.696,8033.34,2015AGUA BOAMG
2015,MT,5100201,AGUA BOA,798770.18,33916.61,2015AGUA BOAMT
2016,MG,3100609,AGUA BOA,134286.947,9245.87,2016AGUA BOAMG
2016,MT,5100201,AGUA BOA,900269.812,37461.29,2016AGUA BOAMT
2017,MG,3100609,AGUA BOA,128267.424,8926.06,2017AGUA BOAMG
2017,MT,5100201,AGUA BOA,985659.736,40229.37,2017AGUA BOAMT
2018,MG,3100609,AGUA BOA,138471.73,10181.74,2018AGUA BOAMG
2018,MT,5100201,AGUA BOA,1097796.4,43513.27,2018AGUA BOAMT
2015,PI,2200202,AGUA BRANCA,153599.92,9029.98,2015AGUA BRANCAPI
2015,PB,2500106,AGUA BRANCA,70799.309,7021.65,2015AGUA BRANCAPB
2015,AL,2700102,AGUA BRANCA,115970.905,5675.39,2015AGUA BRANCAAL
2016,PI,2200202,AGUA BRANCA,175065.561,10256.95,2016AGUA BRANCAPI
2016,PB,2500106,AGUA BRANCA,75098.991,7382.91,2016AGUA BRANCAPB
2016,AL,2700102,AGUA BRANCA,126125.829,6175.98,2016AGUA BRANCAAL
2017,PI,2200202,AGUA BRANCA,183263.951,10705.3,2017AGUA BRANCAPI
2017,PB,2500106,AGUA BRANCA,77222.249,7528.0,2017AGUA BRANCAPB
2017,AL,2700102,AGUA BRANCA,136648.493,6676.53,2017AGUA BRANCAAL
2018,PI,2200202,AGUA BRANCA,200563.791,11560.54,2018AGUA BRANCAPI
2018,PB,2500106,AGUA BRANCA,80301.576,7902.92,2018AGUA BRANCAPB
2018,AL,2700102,AGUA BRANCA,141230.894,7004.81,2018AGUA BRANCAAL
2015,MS,5000203,AGUA CLARA,880610.847,60840.88,2015AGUA CLARAMS
2016,MS,5000203,AGUA CLARA,1117993.563,75878.48,2016AGUA CLARAMS
2017,MS,5000203,AGUA CLARA,1488597.181,99292.77,2017AGUA CLARAMS
2018,MS,5000203,AGUA CLARA,1332056.532,87307.89,2018AGUA CLARAMS
2015,MG,3100708,AGUA COMPRIDA,89178.695,43206.73,2015AGUA COMPRIDAMG
2016,MG,3100708,AGUA COMPRIDA,135827.848,65903.86,2016AGUA COMPRIDAMG
2017,MG,3100708,AGUA COMPRIDA,132221.567,64247.6,2017AGUA COMPRIDAMG
2018,MG,3100708,AGUA COMPRIDA,132297.513,65983.8,2018AGUA COMPRIDAMG
2015,SC,4200408,AGUA DOCE,273565.228,38357.44,2015AGUA DOCESC
2016,SC,4200408,AGUA DOCE,317771.891,44487.17,2016AGUA DOCESC
2017,SC,4200408,AGUA DOCE,297990.73,41653.72,2017AGUA DOCESC
2018,SC,4200408,AGUA DOCE,310516.541,43501.9,2018AGUA DOCESC
2015,MA,2100154,AGUA DOCE DO MARANHAO,64838.103,5289.88,2015AGUA DOCE DO MARANHAOMA
2016,MA,2100154,AGUA DOCE DO MARANHAO,73178.903,5920.62,2016AGUA DOCE DO MARANHAOMA
2017,MA,2100154,AGUA DOCE DO MARANHAO,73174.442,5874.16,2017AGUA DOCE DO MARANHAOMA
2018,MA,2100154,AGUA DOCE DO MARANHAO,86186.062,6901.51,2018AGUA DOCE DO MARANHAOMA
2015,ES,3200169,AGUA DOCE DO NORTE,138073.343,11482.19,2015AGUA DOCE DO NORTEES
2016,ES,3200169,AGUA DOCE DO NORTE,143132.022,11969.56,2016AGUA DOCE DO NORTEES
2017,ES,3200169,AGUA DOCE DO NORTE,137382.139,11551.51,2017AGUA DOCE DO NORTEES
2018,ES,3200169,AGUA DOCE DO NORTE,139317.731,12516.19,2018AGUA DOCE DO NORTEES
2015,BA,2900405,AGUA FRIA,106757.833,6264.03,2015AGUA FRIABA
2016,BA,2900405,AGUA FRIA,139039.279,7976.55,2016AGUA FRIABA
2017,BA,2900405,AGUA FRIA,136429.513,7792.41,2017AGUA FRIABA
2018,BA,2900405,AGUA FRIA,110270.144,6524.47,2018AGUA FRIABA
2015,GO,5200175,AGUA FRIA DE GOIAS,201250.168,36544.43,2015AGUA FRIA DE GOIASGO
2016,GO,5200175,AGUA FRIA DE GOIAS,277266.34,49868.05,2016AGUA FRIA DE GOIASGO
2017,GO,5200175,AGUA FRIA DE GOIAS,218890.92,38997.14,2017AGUA FRIA DE GOIASGO
2018,GO,5200175,AGUA FRIA DE GOIAS,255565.62,45025.66,2018AGUA FRIA DE GOIASGO
2015,GO,5200209,AGUA LIMPA,45425.225,22792.39,2015AGUA LIMPAGO
2016,GO,5200209,AGUA LIMPA,43637.057,22038.92,2016AGUA LIMPAGO
2017,GO,5200209,AGUA LIMPA,44388.573,22566.64,2017AGUA LIMPAGO
2018,GO,5200209,AGUA LIMPA,45369.134,24235.65,2018AGUA LIMPAGO
2015,RN,2400406,AGUA NOVA,24111.278,7511.3,2015AGUA NOVARN
2016,RN,2400406,AGUA NOVA,24592.828,7602.11,2016AGUA NOVARN
2017,RN,2400406,AGUA NOVA,25489.776,7818.95,2017AGUA NOVARN
2018,RN,2400406,AGUA NOVA,26122.56,8087.48,2018AGUA NOVARN
2015,PE,2600401,AGUA PRETA,221672.644,6209.67,2015AGUA PRETAPE
2016,PE,2600401,AGUA PRETA,225878.489,6267.44,2016AGUA PRETAPE
2017,PE,2600401,AGUA PRETA,239858.665,6594.78,2017AGUA PRETAPE
2018,PE,2600401,AGUA PRETA,246012.396,6748.57,2018AGUA PRETAPE
2015,RS,4300059,AGUA SANTA,264841.83,68969.23,2015AGUA SANTARS
2016,RS,4300059,AGUA SANTA,268727.036,69962.78,2016AGUA SANTARS
2017,RS,4300059,AGUA SANTA,278780.018,72580.06,2017AGUA SANTARS
2018,RS,4300059,AGUA SANTA,330831.762,88151.28,2018AGUA SANTARS
2015,SP,3500303,AGUAI,670060.453,19219.82,2015AGUAISP
2016,SP,3500303,AGUAI,895632.177,25452.05,2016AGUAISP
2017,SP,3500303,AGUAI,955577.691,26911.62,2017AGUAISP
2018,SP,3500303,AGUAI,1008187.311,28041.03,2018AGUAISP
2015,MG,3100807,AGUANIL,49057.174,11225.9,2015AGUANILMG
2016,MG,3100807,AGUANIL,64376.508,14611.1,2016AGUANILMG
2017,MG,3100807,AGUANIL,59670.067,13439.2,2017AGUANILMG
2018,MG,3100807,AGUANIL,60027.825,13495.46,2018AGUANILMG
2015,PE,2600500,AGUAS BELAS,285979.121,6718.49,2015AGUAS BELASPE
2016,PE,2600500,AGUAS BELAS,313205.688,7312.59,2016AGUAS BELASPE
2017,PE,2600500,AGUAS BELAS,334358.491,7760.08,2017AGUAS BELASPE
2018,PE,2600500,AGUAS BELAS,351616.262,8140.21,2018AGUAS BELASPE
2015,SP,3500402,AGUAS DA PRATA,137018.298,17073.93,2015AGUAS DA PRATASP
2016,SP,3500402,AGUAS DA PRATA,136635.677,16941.81,2016AGUAS DA PRATASP
2017,SP,3500402,AGUAS DA PRATA,154591.514,19075.95,2017AGUAS DA PRATASP
2018,SP,3500402,AGUAS DA PRATA,168304.728,20683.88,2018AGUAS DA PRATASP
2015,SC,4200507,AGUAS DE CHAPECO,87031.797,13643.49,2015AGUAS DE CHAPECOSC
2016,SC,4200507,AGUAS DE CHAPECO,100894.754,15735.3,2016AGUAS DE CHAPECOSC
2017,SC,4200507,AGUAS DE CHAPECO,97141.704,15072.41,2017AGUAS DE CHAPECOSC
2018,SC,4200507,AGUAS DE CHAPECO,103559.185,16043.25,2018AGUAS DE CHAPECOSC
2015,SP,3500501,AGUAS DE LINDOIA,470269.517,25679.55,2015AGUAS DE LINDOIASP
2016,SP,3500501,AGUAS DE LINDOIA,440355.27,23916.75,2016AGUAS DE LINDOIASP
2017,SP,3500501,AGUAS DE LINDOIA,475744.685,25703.42,2017AGUAS DE LINDOIASP
2018,SP,3500501,AGUAS DE LINDOIA,491522.068,26427.34,2018AGUAS DE LINDOIASP
2015,SP,3500550,AGUAS DE SANTA BARBARA,121031.093,20361.89,2015AGUAS DE SANTA BARBARASP
2016,SP,3500550,AGUAS DE SANTA BARBARA,152567.112,25525.7,2016AGUAS DE SANTA BARBARASP
2017,SP,3500550,AGUAS DE SANTA BARBARA,150486.005,25043.44,2017AGUAS DE SANTA BARBARASP
2018,SP,3500550,AGUAS DE SANTA BARBARA,166830.491,27620.94,2018AGUAS DE SANTA BARBARASP
2015,SP,3500600,AGUAS DE SAO PEDRO,125313.321,39921.41,2015AGUAS DE SAO PEDROSP
2016,SP,3500600,AGUAS DE SAO PEDRO,120017.118,37446.84,2016AGUAS DE SAO PEDROSP
2017,SP,3500600,AGUAS DE SAO PEDRO,132808.602,40639.11,2017AGUAS DE SAO PEDROSP
2018,SP,3500600,AGUAS DE SAO PEDRO,135946.643,40220.9,2018AGUAS DE SAO PEDROSP
2015,MG,3100906,AGUAS FORMOSAS,197508.548,10229.89,2015AGUAS FORMOSASMG
2016,MG,3100906,AGUAS FORMOSAS,222008.333,11465.6,2016AGUAS FORMOSASMG
2017,MG,3100906,AGUAS FORMOSAS,227156.795,11699.46,2017AGUAS FORMOSASMG
2018,MG,3100906,AGUAS FORMOSAS,232054.811,12107.63,2018AGUAS FORMOSASMG
2015,SC,4200556,AGUAS FRIAS,72335.981,30039.86,2015AGUAS FRIASSC
2016,SC,4200556,AGUAS FRIAS,87594.195,36543.26,2016AGUAS FRIASSC
2017,SC,4200556,AGUAS FRIAS,93307.101,39089.69,2017AGUAS FRIASSC
2018,SC,4200556,AGUAS FRIAS,98761.598,41531.37,2018AGUAS FRIASSC
2015,GO,5200258,AGUAS LINDAS DE GOIAS,1543369.643,8250.14,2015AGUAS LINDAS DE GOIASGO
2016,GO,5200258,AGUAS LINDAS DE GOIAS,1627628.354,8499.41,2016AGUAS LINDAS DE GOIASGO
2017,GO,5200258,AGUAS LINDAS DE GOIAS,1783936.473,9110.55,2017AGUAS LINDAS DE GOIASGO
2018,GO,5200258,AGUAS LINDAS DE GOIAS,1884407.888,9100.34,2018AGUAS LINDAS DE GOIASGO
2015,SC,4200606,AGUAS MORNAS,138402.286,22640.65,2015AGUAS MORNASSC
2016,SC,4200606,AGUAS MORNAS,146846.968,23662.1,2016AGUAS MORNASSC
2017,SC,4200606,AGUAS MORNAS,137239.623,21790.98,2017AGUAS MORNASSC
2018,SC,4200606,AGUAS MORNAS,164490.878,25790.35,2018AGUAS MORNASSC
2015,MG,3101003,AGUAS VERMELHAS,168640.07,12541.09,2015AGUAS VERMELHASMG
2016,MG,3101003,AGUAS VERMELHAS,184159.909,13628.35,2016AGUAS VERMELHASMG
2017,MG,3101003,AGUAS VERMELHAS,220975.315,16276.91,2017AGUAS VERMELHASMG
2018,MG,3101003,AGUAS VERMELHAS,217829.983,16163.09,2018AGUAS VERMELHASMG
2015,RS,4300109,AGUDO,428992.244,25057.96,2015AGUDORS
2016,RS,4300109,AGUDO,441246.264,25800.86,2016AGUDORS
2017,RS,4300109,AGUDO,495478.728,29000.8,2017AGUDORS
2018,RS,4300109,AGUDO,499984.565,30258.08,2018AGUDORS
2015,SP,3500709,AGUDOS,2645423.275,72429.72,2015AGUDOSSP
2016,SP,3500709,AGUDOS,1932768.891,52658.26,2016AGUDOSSP
2017,SP,3500709,AGUDOS,2047051.281,55505.73,2017AGUDOSSP
2018,SP,3500709,AGUDOS,2203350.254,59513.01,2018AGUDOSSP
2015,PR,4100301,AGUDOS DO SUL,154767.383,17228.92,2015AGUDOS DO SULPR
2016,PR,4100301,AGUDOS DO SUL,167565.015,18468.53,2016AGUDOS DO SULPR
2017,PR,4100301,AGUDOS DO SUL,187942.654,20515.52,2017AGUDOS DO SULPR
2018,PR,4100301,AGUDOS DO SUL,204731.907,22087.81,2018AGUDOS DO SULPR
2015,ES,3200136,AGUIA BRANCA,162082.215,16103.55,2015AGUIA BRANCAES
2016,ES,3200136,AGUIA BRANCA,166986.414,16574.33,2016AGUIA BRANCAES
2017,ES,3200136,AGUIA BRANCA,191693.67,19007.8,2017AGUIA BRANCAES
2018,ES,3200136,AGUIA BRANCA,179501.065,18595.37,2018AGUIA BRANCAES
2015,PB,2500205,AGUIAR,39794.974,7140.67,2015AGUIARPB
2016,PB,2500205,AGUIAR,44335.61,7964.0,2016AGUIARPB
2017,PB,2500205,AGUIAR,47394.371,8521.1,2017AGUIARPB
2018,PB,2500205,AGUIAR,46375.91,8324.52,2018AGUIARPB
2015,TO,1700301,AGUIARNOPOLIS,109236.191,17764.87,2015AGUIARNOPOLISTO
2016,TO,1700301,AGUIARNOPOLIS,134498.933,21325.34,2016AGUIARNOPOLISTO
